path,text
0/0044.wav,三十人ぐらいしかねー人いないと思うんだよね。フフッ多分ね、あとは全部ね、パラシュートボットだと思うんだよね。完全すごい、早い。こんな夜中なのに
0/0045.wav,そんな入ったね、おー真ん中じゃん、いいねー
0/0046.wav,動かなくていいやつだ。フフフフッ、これは
0/0047.wav,当たんねえ!エヘヘッ。なんで当たんないかね?
0/0048.wav,やっと一キルだぁー、やっと一キル
0/0049.wav,うーんなんか見せ場作りたいなぁー、あと二人しかいないけど
0/0050.wav,なんか面白いことしたいけどな、とりあえずこの、なんか、屋根上登って
0/0051.wav,物資のとこにさぁー
0/0052.wav,ワンチャンそれで最後一位みたいな
0/0053.wav,えそれだったらちょっとばえるかなー
0/0054.wav,イフを設置してー、こアンチに来てー、ついでに物資漁ろうっていうやつをー
0/0055.wav,ここれ決まったらぁー、ばえるねハハハ。これで決めたいな、お!だ、誰か死んだぞあそこで
0/0056.wav,いやーでもいいねーこの、絶対、安全っていうね、う上安全みたい。真下にいるんだよねー
0/0057.wav,さあえー今我々はですね
0/0058.wav,あはいタイトルにもあるように今回はですね、お盆の
0/0059.wav,の、地元にー、ということで、えーわたくしはですねもうこの
0/0060.wav,はいっということで、次の日はーえーとーお父さん
0/0061.wav,まうちは離婚してるんですけどーお父さんとはいつもーちょくちょく会わせてくれるようにお母さんがしてくれてたのでお父さんとお墓参りに行きま
0/0062.wav,で、お散歩しまーす。食べたらもう散歩しないとわたしたちはもう
0/0064.wav,待たせたな、愛しき子孫どもよ
0/0065.wav,おうがくいんの不適合者ツー、2023年、1月、放送開始
0/0066.wav,ここは、ポンペイのショッピングストリートだった、アボンダンザ通りです
0/0067.wav,ンペイの秘宝、第10位です
0/0068.wav,世界中から輸入されたものの多くは、ショッピングの聖地、アボンダンツァ通りに運ばれました
0/0069.wav,バーチャル空間での再現がなくても、アボンダンザ通りを歩けば、当時のよう
0/0071.wav,高い技術を持った職人のチームが、一週間ほどかけて製作したのでしょう。
0/0072.wav,石が一つ一つ手でカットされ
0/0073.wav,同時に危険な側面も持っていたからです
0/0074.wav,中でも最も豪華なのが、スタビアーネです
0/0075.wav,次はテピダリウムに移動します。ここでは恐ろしい美容術が行われてい
0/0076.wav,こを訪れた人は、ヘアスタイルを整えることを好みま
0/0077.wav,当時は、急に便意を催すと大変でした
0/0078.wav,落ち着いて自然の摂理に応えよ
0/0079.wav,という忠告が残されているほどです
0/0080.wav,華やかさだけでなく、泥臭さも感じられる場所だからです
0/0081.wav,ランキングは続きます。続いて向かう場所では、災害で命を落とした人々とたい
0/0082.wav,空洞の中に残ったのは、犠牲者たちの骨だけ
0/0083.wav,透明な樹脂のおかげで、女性であることがわかりました
0/0084.wav,X線を通しやすい樹脂のおかげで、さらなる事実がわかりました。
0/0085.wav,高価なワインや食事を楽しんでいた、という説を唱える科学者もいます
0/0086.wav,X線の写真からは、彼女が悲劇的な最後を迎えたという事実もわかりました
0/0087.wav,ヘッドホンイヤホンの使いすぎで難聴になる。
0/0088.wav,ってもうくっついてるけど、うふふ。
0/0089.wav,想像でもしちゃったの？
0/0090.wav,さっきの映画めっちゃ面白かったよね？
0/0092.wav,いやもう、この音がいっ…
0/0093.wav,三島かなぁ。尾行には気をつけていたのに。鶴見中尉が追ってくる前に谷垣を殺しておかなくては。
0/0094.wav,片耳だとどうもすり合いが悪い。
0/0095.wav,造反者は他に誰がいるー？
0/0096.wav,この花はやはり、裏切り者の花だったか。道理で気に食わない形だ。
0/0097.wav,貴様の顔で福笑いをやってやろうかい？
0/0098.wav,どうぞみんなと、楽しんでくださいよ。
0/0099.wav,杉本を殺させてやる。
0/0100.wav,だーめ。拭きます。だーめ。
0/0101.wav,ん一緒に寝る。明日何時起きー?朝だけ?仕事。うん、いいよアラームつけておくから
0/0102.wav,ん口ん中冷やしたいから。手貸して
0/0103.wav,実際に睡眠に入ることを目的としているため、何か、作業をしながらの視聴や
0/0104.wav,車など、何か運転しながらの視聴はおやめください。
0/0105.wav,気分が悪くなったり、異常を感じた時は、すぐに、音声を止めてください。
0/0106.wav,あしの声に、意識を集中させて
0/0107.wav,背中ん、水に染み込んでいきます。
0/0108.wav,荷物も加されて、だんだんといいもので満たされていく。
0/0109.wav,いいものを溜め込んでいきましょう。
0/0110.wav,みの世界へ入っていく
0/0111.wav,あ、嬉しいことがあります。
0/0112.wav,強くは、イップレート、あん、たします。
0/0113.wav,幸せな眠りがやってきます。
0/0114.wav,さあー、Yがダッシュ!
0/0115.wav,まぁここはもう、敵出てこないと、仮定して
0/0120.wav,ということで本日は、ヘリウムを吸うためだけの企画を持ってきました
0/0121.wav,題して、こちら。声変わりロシアンルー
0/0122.wav,ほんじゃヘリウムっていうのは、空気より軽いので
0/0123.wav,あ〜、いきます。うわ怖ぇ〜
0/0124.wav,女王様は、縫い物をしながら
0/0125.wav,その女王様は、美しい方でしたが
0/0126.wav,自分よりも、他の人が、少しでも美しいと
0/0127.wav,一つの、不思議な鏡を、持っておいでになりました。その鏡を、ご覧になる
0/0128.wav,ろおう様、あなたこそ、お国で一番美しい
0/0129.wav,女王様よりも
0/0130.wav,すると、鏡は、答えて言いました
0/0131.wav,女王様、ここでは
0/0132.wav,女王様は、このことをお聞きになると
0/0133.wav,もう、あの子を、二度と見たくないんだから
0/0134.wav,狩人は、その、仰せに従っ
0/0135.wav,狩りに使う刀を抜いて、何も知らない
0/0136.wav,お姫様を殺した証拠に
0/0137.wav,ころが、獣は、そばを駆け過ぎますけれど
0/0138.wav,白雪姫は、足の続く限り走りつ
0/0139.wav,なつの小さな寝床が
0/0140.wav,毎日、山の中に入り込んで、金や銀の入った石を探
0/0141.wav,すると、家の中が…
0/0142.wav,それは、小人たち
0/0143.wav,色々のものが、ちゃっ
0/0144.wav,誰か、わしの野菜を食べたものがあるぞ
0/0145.wav,わしのフォークを、買ったものがあるぞ
0/0146.wav,けれども、第、7番目の小人は
0/0147.wav,ら雪姫というのです、と
0/0148.wav,わしたちはー、お前さんを、家に置いてあ
0/0149.wav,お前さんが、ここにいることを
0/0150.wav,こんなことは、こしも知らない女王様
0/0151.wav,これを聞いた時の、女王様の
0/0152.wav,かやような、着物を着て、誰も、女王様とは
0/0153.wav,白雪姫は、何かと思っ
0/0154.wav,わたしが一つ、よく結んであげましょう。
0/0155.wav,びとのように、息もしなけれ
0/0156.wav,すると、少し、息をし始めて
0/0157.wav,壁にかかっている鏡よ
0/0158.wav,あた生きかえったということを、知ったからです
0/0159.wav,お前を、本当に…
0/0160.wav,櫛を買うことが、決まった時に、おばあさんは、では、わたし
0/0161.wav,かわいそうな白雪姫は、何の気なしに、おばあさんの言う通りにさせました
0/0162.wav,けれども、ちょうどいい具合に
0/0163.wav,決して、誰が来ても
0/0164.wav,すると、鏡は、前と同じように、答えました
0/0165.wav,おーしたって、殺さないではおくも
0/0166.wav,わたしの命がなくなっても
0/0167.wav,そのリンゴは、見かけは、いかにも美し
0/0168.wav,誰でも、噛り付きたくなるように、してありました
0/0169.wav,百姓の、おかみさんの風をして、七つの
0/0170.wav,入らなくてもいいんですよ、わたしはねー、今、リンゴを捨ててしまおうかと、思っ
0/0171.wav,どんなものでも、人からもらっては、いけないのよ
0/0172.wav,毒の入っている方の半分を
0/0173.wav,鏡や鏡、壁にかかっている鏡よ、国中で
0/0174.wav,小人たちは、家に帰ってきましたが、
0/0175.wav,小人たちは、お姫様を、高いところに運んで行って、何か、毒になるものはありはしないかと、
0/0176.wav,髪の毛をすいたり、水や、お酒で
0/0177.wav,みんなで可愛がっていた子供は、こうして、本当に死んでしまって
0/0178.wav,王様の、お姫様であるということも
0/0179.wav,森の中に迷い込んで、7人の小人の
0/0180.wav,界中のお金をみんないただいても、こればかりは
0/0181.wav,わたしの生きている間は、白雪姫を敬い
0/0182.wav,気立ての良い、小人たちは
0/0183.wav,王子は、棺のふたを開け、すぐ近くから、マジマジと、お姫様を目にしましたところ
0/0184.wav,それを聞いた、王子の喜びは
0/0185.wav,わたしのお父さんのお城へ、一緒に行きましょう
0/0186.wav,白雪姫も承知して、王子と一緒に
0/0187.wav,睡眠に入るための、音声ですので
0/0188.wav,車を運転しながらの主張などは、お控えください
0/0189.wav,リラックスできる環境でのご視聴を、推奨いたします
0/0190.wav,そして、眠っても問題のない、静かな場所で、横になって、ご視聴ください
0/0191.wav,準備のために一度、この音声を、止めていただいても構いません
0/0192.wav,それでは、始めていきます
0/0193.wav,体は、天井を見上げるように、仰向けになってください
0/0194.wav,そして、手足はー、大の字になるように
0/0195.wav,斜め下、四十五度くらい
0/0196.wav,足もゆったりと、肩幅より、ちょっと広いくらいに、広げてください
0/0197.wav,ご自身の、心地よい体勢でも、大丈夫です
0/0198.wav,それでは、始めていきます
0/0199.wav,この音声を聞いていると、あなたは、だんだん、眠くなっていきます。
0/0200.wav,そして、いつの間にか、眠っています。
0/0201.wav,もし、音声内で、眠ることができなくても、問題ありません
0/0202.wav,新鮮な空気が、体に入ってくるのを、感じてください
0/0203.wav,わたくしの声に合わせて、力を、入れてください
0/0204.wav,そのまま、ご自身のペースで、呼吸を、続けてください
0/0205.wav,途中で眠くなったら、そのまま、眠ってしまって、大丈夫です
0/0206.wav,それでは、もう一度、深呼吸をしていきます
0/0207.wav,風船が、しぼんでいくイメージです。
0/0208.wav,全身の空気が、外に、出ていくイメージです
0/0209.wav,そして、ご自身の呼吸に、意識を、集中してください
0/0210.wav,それでは、イメージ、してください
0/0211.wav,小さな、白い雲が、浮かんでいます
0/0212.wav,ふわふわと、形を変える、小さな、白い雲
0/0213.wav,もくもくした、雲の世界
0/0214.wav,そこにいるだけで、心地よい、リラックスできる。
0/0215.wav,その階段を、一段ずつ、ゆっくり、下っていきます
0/0216.wav,下に行けば行くほど
0/0217.wav,そして、目の前には、おーきな、ふかふかの、雲のベッドがあります
0/0218.wav,ご自身の顔に、意識を、集中してください
0/0219.wav,そして、力を、抜いていきましょう
0/0220.wav,左腕の力も、抜いていきましょう
0/0221.wav,力を抜いていきましょう
0/0222.wav,ご自身の呼吸を、数えてみてください
0/0223.wav,意識を、集中してください
0/0224.wav,どうでしょうか皆さん、iPhoneの、充電開始音を、好きな音に、変更することができましたー。
0/0225.wav,耳かき、エーエスエムアールをしたいと思いまーす
0/0226.wav,なんとかさん本当は高年収の彼氏がいるんでしょ？
0/0227.wav,うーんそうだよ。高年収の彼氏いるよ当たり前じゃん。
0/0228.wav,あっぶーけどさ、ボールいっぱいいる。はい。
0/0230.wav,やっぱでおごったくて優しいの、で送るねーじゃあ。
0/0231.wav,もう見らんでも勝てる。
0/0232.wav,目いったー、目にきた。あは。
0/0233.wav,ちゃうねん、ごめんほんまにほんまにごめんな
0/0234.wav,はい、にゃんたこさんが戻ってくるまでの間のタイムセール。何でもございます。
0/0235.wav,俺と俺が配信してないだ、してない間に言っとった。
0/0236.wav,太田デカした。もうこれはねー。
0/0237.wav,言わないでくださいね。ニャンタコさんには。
0/0238.wav,え？話。
0/0239.wav,え、プロ!アメバエチさん？アメ、アメピーグづかいさん。
0/0240.wav,俺だって、今ボ、ボドカボドカボドカさん。
0/0241.wav,きたねーほんとに。
0/0242.wav,西暦二千エックスエックス年
0/0243.wav,エーアイ搭載超高性能メイド型ロボット、オーダーメイドが発売された
0/0244.wav,オーダーメイドはその汎用性の高さで、瞬く間に全世界で大ヒットた
0/0245.wav,もっと難しいこと頼めよ
0/0247.wav,たりが羨ましいよー、僕んちにもロボがいれば…
0/0248.wav,だーめよ。うちにそんなお金ありません
0/0249.wav,それに優しいならいいじゃない
0/0250.wav,兄弟が欲しいならー、今夜パパと頑張ってみるから
0/0251.wav,パート行くからー、お留守番お願いね
0/0253.wav,やっぱり旧式だから色々違うのかも
0/0254.wav,でもやる気はあるし、旧式でもきっと得意な
0/0255.wav,やっぱり変だぞ。オーダーメイドは不要な感情は待たないはずなのにー
0/0256.wav,あーんなに酷いこと言った僕を
0/0258.wav,どうしました?ため息なんてついて
0/0259.wav,いやー、ちょっと友達とね
0/0260.wav,どうしよう、ロボ子はいいやつだけど、ポンコツだからな
0/0261.wav,アチゴリラたちに見せたらなんて言われるかー
0/0262.wav,そういえば、メイコがうちに来るのー、初めてだね
0/0263.wav,僕もようやくオーダーメイド買ってもらってさ
0/0264.wav,確かにロボ子は見た目はユニークだし
0/0265.wav,よーし、そこまで言うなら試してや
0/0266.wav,このシュークリームをもっと美味しくしろ!
0/0268.wav,そしてゼットセンチの折り方!
0/0269.wav,てよかったら、ボンド君の家に遊びに行ってもいーい?
0/0270.wav,はい!うちで一番いいザボトン!あ!決め
0/0271.wav,えっとー…どうしよう、会話しなきゃ!
0/0272.wav,てか、女の子って普段何して遊んでるんだー?
0/0273.wav,どうしたらいいかわかんないんだー
0/0274.wav,ご主人様の運勢はー良さげ、気になるあの子の意外な一面
0/0275.wav,まーどかちゃん、手作りスイーツはいかがです?
0/0277.wav,オセロってこんなに差がつくものなの?これ、オセロ?
0/0278.wav,てか、まどかちゃん、こんな顔だったっけー?完全に勝負師の顔になってるよー!
0/0281.wav,わたしが甲子園に連れてったる!
0/0282.wav,そりゃー、熱血青春王子だ
0/0283.wav,や、それもあるけどー、それよりない
0/0284.wav,もうー、マジ男子…ったくー
0/0285.wav,俺、今でも時々考えちゃうんだ
0/0286.wav,今年こそ必ず俺が連れてってみせるよ!
0/0288.wav,でも気づいたの、いくら野球が上手くても、幼馴染み三人でた
0/0289.wav,ヒロインとして甲子園に連れてってもらうの
0/0290.wav,おわ甲子園への最後のチャン。その大事な初戦だ
0/0292.wav,コメントアンド高評価もよろし
0/0293.wav,開かれた、あー、ぜんぜん、おっ!
0/0294.wav,いよいよいきごうわー、いーけー
0/0296.wav,かぶと虫っぽあ、かぶとかな?あ、かぶと虫、あ、くわがた
0/0300.wav,わたしと友人は高校からの友達で、かれこれ30年
0/0301.wav,それから友人は、家事と仕事、妹の育児とで一生懸命だった。
0/0302.wav,うまくいっているのであろうと思っていた。
0/0303.wav,式も順調に、新郎の会社の方。
0/0304.wav,友人のスピーチなど、すべてが順調に進んでいた。
0/0305.wav,娘が一向に続きを読まないのであ
0/0306.wav,何せ、顔色が一瞬にして変わっ
0/0307.wav,そして、それと同時に謝罪もして
0/0308.wav,自分のせいで兄の人生を狂わせてし
0/0309.wav,お前がこんなに大きく育ってくれた。それだけで俺には十分だ
0/0310.wav,俺も自分のことではないのにもかかわらず、涙が流れ
0/0311.wav,そうして、まわりから拍手が贈られ、何事もなかったかのようにし
0/0312.wav,わたしは友人とその後、居酒屋へ行き、酒を飲みながら話をし
0/0313.wav,話をしながら友人は、妹のことを思い出しながら涙を流していた
0/0314.wav,わたしは、その時友人に
0/0315.wav,お疲れ様、と言ってやった
0/0316.wav,友人が今一番楽しみにしているのは、孫が生まれることらしい。
0/0317.wav,続けることが重要だと。出会いにはふさわしい時期があるためー、それまでの準備期間もー、必要な時間だと。
0/0318.wav,ま歴史を振り返る意味では、すごくいい
0/0319.wav,メンバーで一番の甘えん坊はのんっていうのは、違うと思うよ
0/0320.wav,とはまた違うような気がするんですよね
0/0321.wav,ああー、そうなのかなー?うふふっ
0/0322.wav,と、としょ、あの図書店でーあの、あれができるんですよあの図書店であの、紙のー、あの、紙の。なんかた食べてらっしゃいますかー?
0/0323.wav,ブックカバーつけていただけるので、本当に大丈夫だと思います!
0/0324.wav,ませんか？他みんなダメだけど僕だけは信じるよみたいな
0/0325.wav,ちっとーわかりましたかね皆さんねー
0/0326.wav,英語、ま必ずー言う人いますからねアメリカでは
0/0327.wav,これね。なんて言ってるかゆっくり言ってください
0/0329.wav,見てたけどー、あ、そんなー、あ、そんなギャン泣きー、そんな
0/0330.wav,確かにー、感動したけどー、感動したし、めっちゃいい話だったけどー、あ、そんなに、そんなギャン泣きなんだと思ってちょっと面白かったです
0/0331.wav,で、マネージャーから来た文章ではー
0/0332.wav,あ、ちょっと、もーふさわしくなさすぎてあえぎ声消されてしまってるやんって思いました
0/0333.wav,す、すいませんうちは船長の意思じゃないんです、ちょっと、すいませんよく分かってなかったんです、すいません、ほんと
0/0334.wav,まぁでも何にせよね、なんだかんだね、そ、街中でね、聴いてもらえたりね、再生してもらえたりっていうのは本当にありがたいことだなと
0/0335.wav,どうなんだろうって思いながらもー、確かに一般の方からするとなんなんだこれって感じかー
0/0336.wav,ついらくJKと廃人教師、ドラマCD、エピソード1、飛び降り。
0/0337.wav,開始1ページ目で、主人公が死ぬ漫画ってよくあるじゃん。
0/0339.wav,誰にも邪魔されないはずだった。
0/0340.wav,1日2箱ぐらい普通じゃね？
0/0341.wav,とりあえずどうしたんだー、先生に話してみろよjk
0/0342.wav,どうせあれだろう、授業中に屁ぇこいてみんなにバレちゃったとか、大丈夫だ、人間みんな屁ぇくらいするって、元気出せよJK
0/0343.wav,そんなんじゃ、ありません。
0/0344.wav,いつも笑顔で話しかけてくれたから。
0/0345.wav,これはもう行ける。行ける以外何者でもないと思って。
0/0346.wav,ふぅ、辛いのはわかるけどさー、ここまで落ち込むことないだろう。
0/0347.wav,あれ？まさか相手のこと考えてそんな落ち込んでるわけ？
0/0348.wav,名前、知ってたんだ。
0/0349.wav,成績優秀の優等生で
0/0350.wav,何？その握りしめた拳。
0/0351.wav,10メートルからの落下時間は何秒？ほら
0/0352.wav,それにほらー、あー死に顔さらされんぞ。
0/0353.wav,俺の失態すら喜々として晒しやがって。
0/0354.wav,男の傷は男で埋めろって言うじゃん。
0/0355.wav,そんなすぐ気持ち切り替わらないです。
0/0356.wav,釣り橋高架で男を騙して自分も騙せ、新しい恋どころか、一日のうちに、にー
0/0357.wav,彼女は頭が良くて、スタイル抜群で
0/0358.wav,誰も真面目に受けないような俺の授業で
0/0359.wav,教師に対する敬意だとか、常識だとか
0/0360.wav,ま、そういうわけでーぇ
0/0361.wav,ちゃんと口説く前に死なれちゃ困るんだけど。
0/0362.wav,これがいわゆる吊り橋効果？
0/0363.wav,そう簡単に恋に落ちたりしません。
0/0364.wav,だから物理的にも落ちません。
0/0365.wav,何その顔、俺が悪いの？そんな寒かった？
0/0366.wav,すごい勢いで色々冷めた。
0/0367.wav,先生の煙草の匂い、わたしは案外嫌いじゃないですよ。
0/0368.wav,そんなに気にすることないと思います。
0/0369.wav,それじゃあ禁煙はまた今度にするかぁ。
0/0370.wav,おわ他のことで頭がいっぱいなの。
0/0371.wav,ねぇねぇ、眠れないのー？もぞもぞ動いちゃっ
0/0372.wav,リビング、気になって眠れないんでしょ？
0/0373.wav,それじゃあさー、お姉ちゃんが耳かきしてあげよっか？
0/0374.wav,違う違う、そうではないー
0/0375.wav,いやめっちゃ上手くいってたのにー!ちょっと待ってくれ。
0/0376.wav,最後まで責任を果たすこと
0/0377.wav,自分一人の感情を戦場に持ち込むなど
0/0378.wav,お前みたいな奴に割く時間がもったいない
0/0379.wav,じいちゃんなんて慣れ慣れしく呼ぶんじゃねぇー!先生は柱だったんだ!
0/0380.wav,オカルタはやってない。俺たちが立ってる場所に立ちたい奴は、たくさんいる
0/0381.wav,主役にふさわしい奴はきっといる
0/0382.wav,ライド、俺たちは兵士だろ
0/0383.wav,だが俺は、東北またぎの生まれだ
0/0384.wav,獣の止め足は何度も見ている。お前との決着はこの場でつける。そして俺が勝つ。ドクターフェイカーを倒すのは俺だ
0/0385.wav,おはよう田中。すぐそばにいながら、役目を果たせなかったかさの気持ちを考えると
0/0386.wav,正気か、人間だぞ
0/0387.wav,自然に変異してしまう時は
0/0388.wav,A入ったら、今のソはオクターブ下げ
0/0389.wav,グリーンレイチャンネル
0/0390.wav,最後の最後で、こんなガッツリやると思わなくて
0/0391.wav,声だしはマジで大事ー、ひゃー
0/0392.wav,おやすみロジャー。魔法のぐっすり絵本
0/0393.wav,ロジャーは眠りたくてしょうがないのに。
0/0394.wav,好きなことも君とまるで一緒で。
0/0395.wav,楽しいことをして遊ぶのが大好き
0/0396.wav,遅くまで起きて遊ぶ方が好きなところも。
0/0397.wav,今すぐ眠る代わりにやりたいことを
0/0398.wav,あれこれ考えていました
0/0399.wav,もう走り回れなくなっちゃうまで。
0/0400.wav,いろんなお遊びのことを考えているうちに
0/0401.wav,ロジャーはもっともっと疲れちゃいました。
0/0402.wav,ロジャーも君も、もっともっと眠くなってきます。
0/0403.wav,ロジャーと君が一緒に眠っている姿が
0/0404.wav,だんだんくっきり見えてきました
0/0405.wav,どういうわけか今日に限って、ロジャーの兄弟たちは…
0/0406.wav,いつもより早く眠ってしまいました
0/0407.wav,その時ロジャーが考えていたのは
0/0408.wav,くたくたになって眠くなっちゃうようなこと。
0/0409.wav,ふーんとクタクタになって。
0/0410.wav,眠ることとか色々
0/0411.wav,お父さんウサギはもう眠っていたけど
0/0412.wav,ロジャーはお母さんウサギに相談することにしました。
0/0413.wav,お布団の横にある箱に入れちゃうのはどう?
0/0414.wav,必ず答えは出るのよ
0/0415.wav,考え事を箱に入れてみます
0/0416.wav,頭がすっきりして、気持ちよく
0/0417.wav,ゆったりとした気分で眠る準備ができました
0/0418.wav,必ず眠りに落ちるはずだから
0/0419.wav,あんな時、こんな時のことを思い出しました。
0/0420.wav,あくびおじさんは、何度も何度も
0/0421.wav,この奇妙な音について、ネット上でも話題となり、牛の声だという人もいれば。
0/0422.wav,牛や虎、鳥の声だという人もいます。
0/0423.wav,ブルダック、炒め麺。調理方法、蓋を点線まで剥がし、液体ソースかやくの袋を取り出します。熱湯を内側の線まで注ぎ、蓋を
0/0424.wav,までもつけないので、カラメルソースみたいで、見た目は、結構
0/0425.wav,なんかもうね、ここらへんがずっとヒリヒリしてる
0/0426.wav,この家族は全員鬼ですねわたしに寄り添ってくれる人が一人もいないみたいです
0/0427.wav,やっぱピンポン来た時はさ、食べないってのが礼儀じゃん。ピンポンした時に食べたらもうひどい
0/0428.wav,えだって、こ、こうーしてるわけよ。こういうこと?
0/0430.wav,あげてね?あ、わかった!これを利用して隠す
0/0431.wav,改めて、辛いの食べれる人すごいともいますほんとに。最後まで見てくれて、ありがとうございましたー、バイバ
0/0432.wav,静香凛の、自己紹介動画
0/0434.wav,高校3年生の17歳です。電車で通学しています。
0/0435.wav,くまで得意科目ではなくて、好きな科目ですので
0/0436.wav,きな男性のタイプは、がたいがいい人ですね。腹筋とか、すごい好きですよ。
0/0437.wav,的なソファーを最近発見したので、すごい欲しいんですけど
0/0438.wav,お小遣いだけでは、とても、間に合いそうにあり
0/0439.wav,ライブサインが見えましたら、ぜひ、遊びに来てみてくださいね
0/0440.wav,コメント、高評価、チャンネル登録、お待ちしています。
0/0441.wav,彼らは、一人残らずビルをすり抜け、消えてしまったようです
0/0442.wav,二千四年、そのプランタン難波は
0/0443.wav,某有名家電店、Bが今も入居し、営業を続けています。
0/0444.wav,俺なんかに勝てない奴が、真のデュエリストになれると思ったのか!
0/0445.wav,この、最初みんな、見えてますねっていう、あれ、なんかなと思ってたけど、ちょこっちからやとわからんね
0/0446.wav,このあの、あっと、なんすかねあの最近ーは
0/0447.wav,えなんか、声おかしいですか?ちょっとあの、えー
0/0448.wav,謎次元の、この、出すんすけど、声がおかしい
0/0449.wav,あのー、現実世界が追いついちゃって
0/0450.wav,なんかエラー出てますでしょ?これも、直らなかったんだよ
0/0451.wav,そパソコンもねあのー、ずいぶん前の、やつをずっと使ってるんで、あパソコン壊れたっ
0/0452.wav,古いやつと、その当時新しくて買っ
0/0453.wav,ちょうど作ってる最中にー、死んじゃって
0/0454.wav,えああいうのあると、っと、ペットはもうー、飼いたくねえなっていうのと、今ー、残ってるね。
0/0455.wav,11時もうすぐ11時なんでもうそろそろ、切り上げんといきませんね、あれ?止まったー?何?
0/0456.wav,あー、すいません。ちょっとパフォーマンスあったん
0/0457.wav,と思ったんですけども、あもしかしたら最初に軍団が先に上がってるから、もう少し飲もうかって言って誰か来たのかもしれない、と思ったんで
0/0458.wav,誰かいるー?と言っても返事がないんですね。でちょうどそのードアってのはドアスコープが
0/0459.wav,ある、霊能者のおばさん。そして、若い女の子は5人。
0/0460.wav,あの辺くれーから怖いと思ってーるからそういうの見るんだよ
0/0461.wav,まあ、別れてしまうとー、裾野の辺りって、まず行くことはないんですが。
0/0462.wav,その夜、ちょうど同じような時間。
0/0463.wav,1年前にちょうど老人が走ってきて逃げ込んだ、って話をしてたよな
0/0464.wav,現場検証によると、単なる居眠り運転だと
0/0465.wav,そう思えるような、不可解な
0/0466.wav,あ初めて、自分の中でこれがー霊体験かと
0/0467.wav,人間の死体が海に沈んでいると思ったんで
